"legid";"accident_count";"geom_kml"
12172;2;"<LineString><coordinates>-105.29146909614424,40.018427723145223 -105.291465751250385,40.01891292358308 -105.291466383489393,40.01944146954159 -105.291471642496319,40.019971560796414 -105.291472455323444,40.020015131371466 -105.291481690492958,40.020510885719304 -105.2914929500824,40.021158018748373 -105.291501633108794,40.021750155227942 -105.291503595413062,40.022230733619558 -105.291500287896383,40.022730898790442 -105.291506540234792,40.02320347225799 -105.29150685651534,40.023666498225005 -105.291506431476208,40.024193038332022 -105.291504207215198,40.024622642562043 -105.291502426482239,40.025065723454162 -105.291504617536916,40.025506593188659 -105.291494586568533,40.026744215704504 -105.291499769654763,40.027476956719802 -105.291499740505898,40.027974453625184 -105.291510123519274,40.029240580080341 -105.291537361490256,40.031053275207128 -105.291552259387629,40.032866168594836</coordinates></LineString>"
4941;2;"<LineString><coordinates>-104.934971184069767,39.734683483353479 -104.922334244562251,39.734701151298914 -104.9223513845388,39.735081951951877 -104.916111802351125,39.735113955393977</coordinates></LineString>"
5461;2;"<LineString><coordinates>-104.983596522124216,39.747539078645261 -104.983596497840892,39.746171185536276</coordinates></LineString>"
12127;2;"<LineString><coordinates>-105.29482866234855,40.013926447948414 -105.294885462215959,40.014043446899784 -105.29491055502281,40.014134151970424 -105.294909424549985,40.014295396761561 -105.294881968438943,40.014372918210555 -105.294833607664415,40.014439897381408 -105.294766812349209,40.014496714075094 -105.294698009358726,40.014534832450956 -105.294254366835162,40.014890339687504 -105.294100235398304,40.014970666167933 -105.293952015472541,40.015051958251846 -105.29390215704376,40.015058018533438 -105.293779656728603,40.015040604031554 -105.293487647201886,40.015093925145344 -105.291669816335713,40.015474505093579 -105.291499355379955,40.01545847787586 -105.29053234628789,40.015659317526605 -105.290474701601624,40.015650634753477 -105.290435313889333,40.015663536604414 -105.29040966890463,40.015689130137318 -105.289142124731455,40.015960649499519 -105.287875249799484,40.016219503544441</coordinates></LineString>"
4885;2;"<LineString><coordinates>-105.000884299478997,39.733479539525653 -105.000885157661358,39.73369139881477 -104.99650966980775,39.733674843740808</coordinates></LineString>"
6295;2;"<LineString><coordinates>-105.015687084993189,39.713050453539083 -105.014600706997271,39.713050738301234 -105.013386663400368,39.713056256536333 -105.011017892314058,39.713049505447344</coordinates></LineString>"
13056;2;"<LineString><coordinates>-105.116596467715326,40.181293576671621 -105.117872351503166,40.181299860234887 -105.118096930416385,40.181300602593403 -105.118838663809413,40.181304078827118 -105.119147347733474,40.18130509613021 -105.119804973181601,40.181308633515663 -105.120189718249179,40.181308525279015 -105.120779320285266,40.181315951670491 -105.121370759436758,40.181314801065 -105.121740286591944,40.181316010598955 -105.122544662643818,40.181317611432995 -105.122707511355202,40.181316769646635 -105.123747178728294,40.181323589768098 -105.126135277942126,40.181323787725006 -105.127671551529914,40.181327373587465 -105.128573454221709,40.181329244521756 -105.129291940643583,40.181329491881847 -105.130373059378144,40.181340431302345 -105.130460314183523,40.181349370850761 -105.130548285517904,40.181351823592138 -105.130636156358207,40.181347765365032 -105.130723109352132,40.181337234143797 -105.13080833504219,40.181320329163299 -105.130891042456497,40.181297206449607 -105.131359083457852,40.181116490073983 -105.131477205435388,40.181074638782178 -105.131598729762828,40.18103897446116 -105.1317231050012,40.181009657475443 -105.131849768122606,40.180986820240165 -105.131978146857634,40.18097056722852 -105.134431485114973,40.180982469277957 -105.13746641449309,40.180994084109578</coordinates></LineString>"
14523;2;"<LineString><coordinates>-104.93184810318678,39.762006339583017 -104.931858874996081,39.762769891481625 -104.931860384372712,39.764472983730748 -104.931847306964613,39.765592599277483 -104.931828453192779,39.765637357062424</coordinates></LineString>"
5746;2;"<LineString><coordinates>-104.905762827159151,39.758405482618713 -104.90576078323258,39.758173340434595 -104.905739404186122,39.754751170976384 -104.903398157100526,39.754736504794998</coordinates></LineString>"
13067;2;"<LineString><coordinates>-105.090293877816194,40.181247108368147 -105.092415222397022,40.181225608579943 -105.09243848419743,40.181225690428377 -105.09370014535321,40.181216406922864 -105.094492848369313,40.181224679635385 -105.096780669352057,40.181236113080779 -105.096967676914133,40.181235393430711 -105.097682562824318,40.181239255689775</coordinates></LineString>"
14572;2;"<LineString><coordinates>-104.949790815483027,39.777659652954313 -104.949797884340867,39.776059845060367 -104.949800988498097,39.774885858450169 -104.949810461735169,39.773678897028681 -104.949822714441709,39.772896286832378 -104.949861482795072,39.772627720471505 -104.949881958908392,39.772354353601699 -104.949888063625522,39.771576428380094 -104.949891578395835,39.771128532618924 -104.949902270432219,39.769765984669434 -104.949894120429747,39.769247309973451 -104.949905890493724,39.76852598944965 -104.949903469327197,39.766498581077741 -104.949911185584128,39.76569886816042</coordinates></LineString>"
5869;2;"<LineString><coordinates>-104.982764489275837,39.69840906333495 -104.98277713493485,39.696693299821256 -104.982822031360541,39.694787030458194 -104.98280321269786,39.693002289176626</coordinates></LineString>"
4749;2;"<LineString><coordinates>-104.985199803796377,39.674897461852623 -104.983500000352933,39.674900000236072 -104.982299999441381,39.67490000002433 -104.980700000024541,39.674900000211274 -104.977599999756066,39.674899999565987 -104.973448418302041,39.674889662667006</coordinates></LineString>"
5312;2;"<LineString><coordinates>-104.989014726461662,39.740909642638371 -104.98783279804519,39.741822106756523</coordinates></LineString>"
11706;2;"<LineString><coordinates>-105.282283468367311,40.010486223146501 -105.282501905615831,40.0107790695658 -105.282623108415336,40.011014450843319 -105.282778237526117,40.011453872259587 -105.282946081223443,40.011938308942504 -105.28315603908456,40.012521011100233 -105.283389997886204,40.013170321016105 -105.283441057178436,40.013348359743453 -105.283469133265825,40.013501374674263 -105.283468575772787,40.013732986047096 -105.283355139712285,40.01431877233987</coordinates></LineString>"
13163;2;"<LineString><coordinates>-105.112042824435491,40.158752744370872 -105.11194698630726,40.158825885765658 -105.111887449074089,40.16322893024055 -105.111854954998151,40.165317284780869 -105.111874999251967,40.165730000327258</coordinates></LineString>"
4649;2;"<LineString><coordinates>-105.081266936029053,39.667744967640587 -105.078681844981844,39.667740946513966</coordinates></LineString>"
13097;2;"<LineString><coordinates>-105.088306296911512,40.181260462905911 -105.088292015324413,40.182141607427234 -105.088291441348986,40.182827892805697 -105.088290823280104,40.183521042284553 -105.088293835911074,40.184205969096041 -105.088298470985208,40.184918352951442 -105.088297746361761,40.185629344664143 -105.088306077273486,40.186322525167604 -105.08830194381467,40.187005367638456 -105.088298827751359,40.187815862233805 -105.0882958477833,40.188603710421368 -105.088311957924105,40.18889887211175 -105.088320072991436,40.188942316774515 -105.088335691148899,40.18898453942564 -105.088358532746966,40.189024780873716 -105.088388186417077,40.189062317488329 -105.088424119552585,40.189096475644924 -105.088465687648025,40.189126640762332 -105.088512142432947,40.189152271739559 -105.088562649446686,40.189172907320916 -105.088712949707357,40.189216286519134 -105.088864880476109,40.189256185369359 -105.089018304559985,40.18929256917076 -105.089104152602943,40.189312697684159 -105.089187381740004,40.189338496472011 -105.089267356742909,40.189369769730661 -105.089343466117541,40.189406278516387 -105.089415129132377,40.189447743471078 -105.089481798145286,40.189493848431916 -105.089542964468521,40.189544241352095 -105.090002866417123,40.189850584782093 -105.0901049726194,40.189926078094807 -105.09020080126416,40.190006266387861 -105.090259222972634,40.190077282451476 -105.090335680751124,40.190160594073589 -105.090417396534406,40.190262111103173 -105.090491930661244,40.19036772030244 -105.090556602672194,40.190476383154852 -105.0906132019647,40.190588104959716 -105.090647686888502,40.190669618884144 -105.090686177271522,40.190779677884379 -105.090713396462363,40.190886375100391 -105.090746725236158,40.190991647218823 -105.090760553383674,40.191099655191465 -105.090775877162372,40.191214918198042 -105.090771702536216,40.191313728455384 -105.090757689948688,40.191411818544495 -105.090732943135478,40.191508840476544 -105.090697469606596,40.191604108095028 -105.090625051176985,40.19174145325799 -105.090104496270087,40.192290011299818 -105.089573277103256,40.192824803767451 -105.08901507068758,40.19338145862821 -105.088791465368246,40.193608841404348</coordinates></LineString>"
5619;2;"<LineString><coordinates>-104.903398157100526,39.754736504794998 -104.903176283019533,39.754579123315843 -104.903095462565929,39.754524938554454 -104.90302713361811,39.754438303563191 -104.902986797266593,39.754331693005589 -104.902941248732759,39.754226153013185 -104.902756577446993,39.754095259185483 -104.901862541380467,39.754088478170601 -104.90169719888722,39.754074194272334 -104.901511784507008,39.754030679281151 -104.901355474379585,39.753978350297423 -104.901193589061222,39.753899104825486 -104.90104344928919,39.75380423450882 -104.900936773878456,39.753718546971882 -104.900815930242914,39.75359245668043 -104.900666500198781,39.753414686638564 -104.900595042280742,39.753284365805051 -104.900555572324194,39.753147486090988 -104.900547783684161,39.753039896531355 -104.900501818245402,39.752983646574727 -104.900392415282766,39.752877779346846 -104.900248160365166,39.752773976202462 -104.900111981320876,39.752744153362272 -104.899990297286891,39.752716646047297 -104.899860020433664,39.752675650375345 -104.899712577148478,39.752605438187963 -104.899536528164774,39.752485787584156 -104.899347813251737,39.752489305495565 -104.899286723633807,39.752531601166204 -104.899206468478027,39.752572541467067</coordinates></LineString>"
14554;2;"<LineString><coordinates>-104.968404551513274,39.765742767868659 -104.967920004166118,39.765756812369204 -104.964324502093532,39.765753594309956 -104.96201234717627,39.76574493423643 -104.960010982936879,39.765755700625782 -104.958450816651251,39.765735444978709 -104.955019459739489,39.765706520665802 -104.952430287614533,39.765698868213526 -104.949911185584128,39.76569886816042</coordinates></LineString>"
6410;2;"<LineString><coordinates>-104.992138697105659,39.71838441330906 -104.990831194322055,39.718384704836247</coordinates></LineString>"
3600;2;"<LineString><coordinates>-105.034831448315359,39.627783140438154 -105.034801062658346,39.630454061793884 -105.034788186354888,39.632398370687923</coordinates></LineString>"
4173;2;"<LineString><coordinates>-104.98871382083226,39.687566260772805 -104.985149521901079,39.687564194114934 -104.982796829955632,39.687559062396026</coordinates></LineString>"
6411;2;"<LineString><coordinates>-104.996361975918035,39.718412694120886 -104.992138697105659,39.71838441330906</coordinates></LineString>"
4406;2;"<LineString><coordinates>-105.043394869543434,39.659239322215029 -105.05053412869178,39.656382212679922 -105.050941785370583,39.656254282749693 -105.051313129742908,39.656190957795864 -105.051732100124312,39.656164808678874 -105.053199782354355,39.656207853017612 -105.053951731184483,39.656168629441282 -105.055053612466565,39.656006321715836 -105.055928057951547,39.655857018020129 -105.056706425418369,39.655762841193685 -105.057568050768907,39.655733084478918 -105.058154098231981,39.655791415382367 -105.058602570268192,39.655830096791178 -105.059224193783066,39.65592492080367 -105.059690238243832,39.656023783852199 -105.060204000895283,39.656145946374714 -105.061111587248618,39.656436061429616 -105.061934932255696,39.656804472992008 -105.062704093193915,39.657228172789928 -105.06327327521808,39.657638851617854 -105.063674786175852,39.657957835613459 -105.063972266742667,39.658227164080586 -105.06456703282231,39.658798189037036 -105.064995486369853,39.659174364329488 -105.065245827834957,39.659327901318527 -105.065520217436756,39.659463028121166 -105.065955950281918,39.659631121299959 -105.066248719862557,39.659696946086328 -105.066685026657566,39.659772548672827 -105.067277377992099,39.659770105908912 -105.068791122432785,39.659771045048608 -105.069138027032821,39.659790814882726 -105.069448834282042,39.659842824352062 -105.069777393784037,39.65992726906024 -105.070493779070958,39.660188864049708 -105.071736128688556,39.660682420322935 -105.072087575086428,39.660800493797417 -105.072606730692939,39.661028985590747 -105.073065972333723,39.661271130890356 -105.073551068761148,39.66151179645594 -105.074044775450091,39.661677018175439 -105.07431376912686,39.661719613905973 -105.074974764967124,39.661742553562668 -105.076691873057442,39.661722208430717 -105.077155470606655,39.661785365917808 -105.077477982212912,39.661883640654565 -105.077746699495449,39.661972472902882 -105.078353885783486,39.662298817907477 -105.079312521383059,39.66277999408932</coordinates></LineString>"
